We're trapped!,我们被困住了！,vo_dlg_Rooftops_04_Toshi,Level10_Strings,我们被困住了！,
Randall...?! Think of something or I swear I'll bust your chops!,兰德尔……？！快想想办法，不然有你好看！,vo_dlg_Rooftops_05_James,Level10_Strings,兰德尔…？！快想想办法，要不然看我怎么对付你！,
"Spread out! I have an idea, but you're not gonna like it!",散开！我有个主意，但你们可能不会喜欢！,vo_dlg_Rooftops_06_Randall,Level10_Strings,大家散开！我有个主意，不过你们可能不会喜欢！,
What are you...,你到底在……,vo_dlg_Rooftops_07_Lisa,Level10_Strings,你到底想…,
"Follow me, chickens! Tough faces!",跟我走，胆小鬼！恶煞脸！,vo_dlg_Rooftops_08_Randall,Level10_Strings,跟着我，胆小鬼！坚强点！,
HOKAHEY!,飞咯！,vo_dlg_Rooftops_09_Randall,Level10_Strings,上吧！,
Somewhere way above the Coastal City. Probably too high.,海滨市上空的某处。可能非常高。,Desc,Level11_Strings,海滨城上空的某个地方，可能相当高。,
Short Cruise,短程航行,Name,Level11_Strings,短程航行,
Don't Look Down,别往下看,Objective1_Description,Level11_Strings,不要看下面,
Use the zeppelins to cross the city,利用齐柏林飞艇穿过城市,Objective1_Task1,Level11_Strings,搭乘飞艇穿越城市,
Crashing Down,坠毁中,Objective2_Description,Level11_Strings,坠毁,
Hold on!,抓紧了！,Objective2_Task1,Level11_Strings,抓紧了！,
Yeah! We're riding on a dirigible!,耶！我们正乘着飞艇！,vo_dlg_ShortCruise_01_Randall,Level11_Strings,太酷了！我们在飞艇上！,
This is madness!,太疯狂了！,vo_dlg_ShortCruise_02_Lisa,Level11_Strings,这实在太疯狂了！,
This is awesome!,这也太帅了！,vo_dlg_ShortCruise_03_Toshi,Level11_Strings,这实在太棒了！,
This is our ride now! Let's use it!,飞艇现在是我们的载具了！好好利用它吧！,vo_dlg_ShortCruise_04_James,Level11_Strings,这飞船是我们的了！好好利用吧！,
Brace yourselves...!,做好准备……！,vo_dlg_ShortCruise_05_James,Level11_Strings,准备好了…！,
Shiiiiiza!,天~~~啊！,vo_dlg_ShortCruise_06_Randall,Level11_Strings,咿呀！,
"Biggest trading center in Coastal, popular among families, especially on Sundays.",海滨市最大的贸易中心，深受众多家庭喜爱，尤其是在星期天。,Desc,Level12_Strings,海滨城里最大的贸易中心，是周日全家老小最爱光顾的地方。,
Cedar Gallery,香柏商场,Name,Level12_Strings,香柏商场,
Fire Alarm,火警,Objective1_Description,Level12_Strings,火灾警报,
Escape from the burning mall,逃离起火的商场,Objective1_Task1,Level12_Strings,逃离起火的商场,
Turn on the automatic extinguishers,打开自动灭火器,Objective1_Task2,Level12_Strings,开启自动灭火器,
Killdozer,杀人推土机,Objective2_Description,Level12_Strings,推土机杀手,
Overload two generators,让两台发电机过载,Objective2_Task1,Level12_Strings,让两具发电机过载,
Find the exit,找到出口,Objective2_Task2,Level12_Strings,寻找出口,
Anything broken?,有哪里摔坏了吗？,vo_dlg_CedarGallery_01_Lisa,Level12_Strings,大家都没事吗？,
(coughs),（咳嗽声）,vo_dlg_CedarGallery_02_Toshi,Level12_Strings,（咳嗽声）,
Bent and beat... but I'll live.,挨了不少撞……不过我还活着。,vo_dlg_CedarGallery_03_James,Level12_Strings,狼狈不堪…不过还活着。,
"Again again, lets do it again!",再来，再来，我们再来一遍！,vo_dlg_CedarGallery_04_Randall,Level12_Strings,再来再来，再来一次！,
Idiota maluco!,中什么疯！,vo_dlg_CedarGallery_05_Lisa,Level12_Strings,抽什么风！,
Where are we?,我们在哪？,vo_dlg_CedarGallery_06_Toshi,Level12_Strings,这是哪里？,
"It's Cedar Mall. Come on, no lollygagging. We need to find an exit before the fire spreads!",在香柏商场。快点，别浪费时间了。我们得在火势蔓延开前找到出口！,vo_dlg_CedarGallery_07_James,Level12_Strings,这里是香柏商场。快来，没时间逛了。我们要趁着火势蔓延开之前找到出口！,
"Let's turn on the fire supression systems, to clear our way!",我们得打开灭火系统来清通道路！,vo_dlg_CedarGallery_08_Toshi,Level12_Strings,把灭火系统打开，好清出道路！,
Holy shit! What is THAT thing?!,我靠！那是什么？！,vo_dlg_CedarGallery_09_Lisa,Level12_Strings,该死！那是什么鬼！,
"Well, at least now we know what shot down the dirigible...!",好吧，至少现在我们知道击落飞艇的是什么东西了……！,vo_dlg_CedarGallery_10_Randall,Level12_Strings,好吧，至少我们知道把飞艇打下来的凶手是谁了…！,
"Quick, while it's busy shooting! Let's go for the generators!",快，趁它还忙着射击，我们到发电机那边！,vo_dlg_CedarGallery_11_Lisa,Level12_Strings,快点，趁着它们攻击其他目标，我们把发电机找出来吧！,
Ha ha! Yeah! Seems like he didn't like that!,哈哈！耶！看来它不怎么喜欢那东西！,vo_dlg_CedarGallery_12_Randall,Level12_Strings,哈哈，耶！看来它不高兴了！,
"And good riddance! Now, let's go!",总算摆脱了！我们走吧！,vo_dlg_CedarGallery_13_James,Level12_Strings,总算摆脱它们了！我们继续前进吧！,
"Ah, fresh air, finally!",啊，终于有新鲜的空气！,vo_dlg_CedarGallery_14_Toshi,Level12_Strings,啊，终于呼吸到新鲜空气了！,
"A street leading to Lakeport, set by the docks.",通往莱克波特的街道，就在码头边上。,Desc,Level13_Strings,这条街通往船坞旁边的湖港。,xxxx
Docks,码头,Name,Level13_Strings,船坞,
Lakeport District,莱克波特区,Objective1_Description,Level13_Strings,湖港区,
Press on through the docks,继续通过码头,Objective1_Task1,Level13_Strings,强行通过船坞,
Proceed to the exit,前往出口,Objective1_Task2,Level13_Strings,前往出口,
"Well, boys, we're in Lakeport.",好了，伙计们，我们到莱克波特了。,vo_dlg_Docks_01_Lisa,Level13_Strings,嗯，各位，这里就是湖港了。,
The docks seem normal ,码头看起来很正常。,vo_dlg_Docks_02_Randall,Level13_Strings,船坞看起来很正常啊。,
Based on the amount of mechanical equipment here there is a high probability of Junkbot presence.,根据这里的机器设备数量来看，废品机器人有很高的概率会出现。,vo_dlg_Docks_03_Toshi,Level13_Strings,照这里的机器设备数量来看，拾荒机器人出现的机率会非常高。,
Calm before the storm... Let's go.,暴风雨前的宁静……我们走吧。,vo_dlg_Docks_04_James,Level13_Strings,现在是暴风雨前的宁静…走吧。,
"So, Toshi. You think this orb you found is somehow connected to the invasion?",所以，小敏。你觉得你找到的那个金属球跟这次入侵有某种关联？,vo_dlg_Docks_05_Lisa,Level13_Strings,小敏，你觉得你找到的球体跟这个入侵行动有关系吗？,
"Well, pretty much, yeah...",嗯，差不多，是的……,vo_dlg_Docks_06_Toshi,Level13_Strings,嗯，可以这么说，没错…,
Something you're not telling us,你肯定有什么事在瞒着我们。,vo_dlg_Docks_07_James,Level13_Strings,你有事情瞒着我们吧...,
"Hey guys, how about we get back to it when we're not fighting off a robot army, huh?",嘿，伙计们，等我们不和机器人大军战斗时再讨论这件事行吗？,vo_dlg_Docks_08_Randall,Level13_Strings,各位，等我们跟机器人军队的战斗告一段落再来聊这件事好吗？,
"More docks. It's called ""Coastal"" City for a reason.",又是码头。不愧是“海滨”城。,Desc,Level14_Strings,又是船坞。难怪这里要叫做“海滨城”了。,
Pier Street,码头街,Name,Level14_Strings,码头街,
Anchoring,抛锚中,Objective1_Description,Level14_Strings,下锚,
Survive the destruction of the Pier Street,从码头街的破坏中存活下来,Objective1_Task1,Level14_Strings,安全度过码头街的毁灭事件,
Destroy the Goons to unlock the barrier ,摧毁杀手机以解除屏障,Objective1_Task2,Level14_Strings,摧毁所有敌人,
Keep going,继续前进,Objective1_Task3,Level14_Strings,继续前进,
Bay Job,海湾任务,Objective2_Description,Level14_Strings,海湾行动,
Proceed to the exit,前往出口,Objective2_Task1,Level14_Strings,前往出口,
Watch out!,当心！,vo_dlg_PierStreet_01_Lisa,Level14_Strings,小心！,
Oh boy!,哇，天啊！,vo_dlg_PierStreet_02_James,Level14_Strings,天啊！,
Is it over yet...?,完了吗……？,vo_dlg_PierStreet_03_Randall,Level14_Strings,结束了吗…？,
Here we go again!,又来了！,vo_dlg_PierStreet_04_James,Level14_Strings,又要继续行动了！,
Into the shipyard! Quick!,快进船坞！快！,vo_dlg_PierStreet_05_Lisa,Level14_Strings,进到造船厂里！动作快！,
Biggest shipyard in Coastal. A maze of steel and concrete.,海滨市最大的船坞。一座由钢筋混凝土构成的迷宫。,Desc,Level15_Strings,海滨城里最大的造船厂，一座钢铁加水泥的迷宫。,
Shipyard,船坞,Name,Level15_Strings,造船厂,
Claustrophobia,幽闭恐惧症,Objective1_Description,Level15_Strings,幽闭恐惧症,
Find a way out of the shipyard,找到离开船坞的路,Objective1_Task1,Level15_Strings,找出离开造船厂的路,
Proceed to the exit,前往出口,Objective1_Task2,Level15_Strings,前往出口,
Trapped in an endless maze of industrial areas. Anybody else getting deja-vu?,受困于工业区的无尽迷宫中。还有没有人觉得这种情况似曾相识？,vo_dlg_Shipyard_01_Toshi,Level15_Strings,被困在工业区的无尽迷宫里。有人觉得这似曾相识吗？,
"At least, we ain't on foot.",至少，我们不需要自己走。,vo_dlg_Shipyard_02_Lisa,Level15_Strings,用船锚打通一条出路。,
Yeah lucky. Let's find an exit.,是啊，那可真幸运。我们快找到出口吧。,vo_dlg_Shipyard_03_James,Level15_Strings,耶，真幸运。把出口找出来吧。,
Expensive condos for fancy people who prefer a nice lake view.,钟爱美丽湖景的上流人士所住的昂贵住房。,Desc,Level16_Strings,酷爱湖景的上流人士居住的昂贵公寓。,
Dark Streets,漆黑的街道,Name,Level16_Strings,暗巷,
Lights Out,灯灭了,Objective1_Description,Level16_Strings,熄灯,
Find your way in total darkness,在一片漆黑的情况下找到出路,Objective1_Task1,Level16_Strings,在一片黑暗中找到出路,
Proceed to exit,前往出口,Objective1_Task2,Level16_Strings,前往出口,
Welcome to fat cat city,欢迎来到富豪城。,vo_dlg_DarkStreets_01_Randall,Level16_Strings,欢迎来到肥猫城,
All abandoned now.,现在全都被抛弃了。,vo_dlg_DarkStreets_02_Lisa,Level16_Strings,现在是一片废墟。,
"Yeah, I bet they left the city first.",是啊，我赌他们是最先离开城市了。,vo_dlg_DarkStreets_03_Randall,Level16_Strings,对，我猜他们最先离开城市。,
The hell?,搞什么鬼？,vo_dlg_DarkStreets_04_James,Level16_Strings,什么鬼？,
"Power outage. Actually, one might be surprised how it didn't happen earlier.",电力中断了。说真的，肯定有人会惊讶之前怎么没有停电。,vo_dlg_DarkStreets_05_Toshi,Level16_Strings,停电了。说真的，这种事情之前居然没有发生过太让人惊讶了。,
It's pitch black!,太黑了！,vo_dlg_DarkStreets_06_Randall,Level16_Strings,真是伸手不见五指！,
Cool it! Use your headlights!,冷静点！打开你的头灯！,vo_dlg_DarkStreets_07_James,Level16_Strings,冷静！我们有头灯可以用！,
The City's energy network is fully automated. The back up is powered by the nuclear power plant in Warrensgate and should turn on automatically after a while.,城市的能源网是全自动的。备用系统是由沃伦之门那的核电站供电的，应该过会就会自动开启。,vo_dlg_DarkStreets_08_Toshi,Level16_Strings,城市的能源网是全自动的。备用电力靠的是沃伦门里的核能发电场供电，再等一会儿应该就会自动开启。,
Somehow all this talk about 'nuclear power' and 'automated things' is making me bit nervous in our current situation...,就我们当前的情况而言，你说的这些“核电”和“自动化”总搞得我有些紧张……,vo_dlg_DarkStreets_09_Lisa,Level16_Strings,不知道为什么，以现在这样的处境，听到“核能发电”和“自动”这几个词会让我神经紧绷…,
"Hey, what the...!",嘿，怎么回……！,vo_dlg_DarkStreets_10_Toshi,Level16_Strings,嘿，搞什…！,
Toshiro!,敏郎！,vo_dlg_DarkStreets_11_Lisa,Level16_Strings,敏郎！,
"Toshiro, where are you?!",敏郎，你在哪？！,vo_dlg_DarkStreets_12_Randall,Level16_Strings,敏郎，你在哪里？！,
You see him?,你看到他了吗？,vo_dlg_DarkStreets_13_James,Level16_Strings,你看见他了吗？,
Something took him!,有什么东西把他掳走了！,vo_dlg_DarkStreets_14_Lisa,Level16_Strings,他被抓走了！,
"Look around, we need to find him!",四周围看看，我们得找到他！,vo_dlg_DarkStreets_15_James,Level16_Strings,快找找，我们要找到他！,
"No sign of him, boss.",找不到他人影，老大。,vo_dlg_DarkStreets_16_Randall,Level16_Strings,老大，他不见人影了。,
Toshi's gone!,小敏不见了！,vo_dlg_DarkStreets_17_Lisa,Level16_Strings,小敏不见了！,
"Scaffolding set up as preparation for building the Obelisk Tower, which, when finished, will be the tallest building in Coastal.",设置这些鹰架是为建造方尖塔而做的准备，这座塔完工后会成为海滨市里最高的建筑。,Desc,Level17_Strings,为准备建造方尖塔所搭建起的鹰架，等到完工后就会是海滨城里最高的建筑物。,
High Ground,高地,Name,Level17_Strings,高地,
Long Climb,漫长的攀爬,Objective1_Description,Level17_Strings,努力往上爬,
Get to the top of the scaffolding,登上鹰架的顶端,Objective1_Task1,Level17_Strings,爬到鹰架最高处,
Use the radio at the top to find Toshi,使用顶端的无线电来寻找小敏,Objective1_Task2,Level17_Strings,使用顶端的无线电找到小敏,
"You sure this will work, Lisa?",你确定这有用吗，丽莎？,vo_dlg_HighGround_01_James,Level17_Strings,丽莎，你确定这样有用吗？,
"Definitely! Except that Toshi is a real brain, not me.",当然！难道小敏是聪明人，我就不是。,vo_dlg_HighGround_02_Lisa,Level17_Strings,当然！不过小敏是我们当中最聪明的人，我可不是。,
You are a close second! ,你的聪明也是紧随其后的啦！,vo_dlg_HighGround_03_Randall,Level17_Strings,你们不相上下！,
So the idea is to get as much altitude as possible and then use our radios to locate Toshi's bike.,所以计划就是尽可能登上高处，然后用无线电定位小敏的摩托。,vo_dlg_HighGround_04_Lisa,Level17_Strings,所以我们的计划就是爬到最高处，然后用无线电找到小敏的机车。,
That makes sense. There's nothing taller than the Obelisk Tower construction site.,这方法可行。没有比方尖塔工地更高的地方了。,vo_dlg_HighGround_05_James,Level17_Strings,这个方法可行，方尖塔的工地是这里最高的地方。,
"Just don't look down, Randy. We all know you're scared of heights.",别往下看，兰弟。我们都知道你怕高。,vo_dlg_HighGround_06_Lisa,Level17_Strings,兰迪，反正不要往下看就好了。大家都知道你有恐高症。,
What a load of...,一派胡……,vo_dlg_HighGround_07_Randall,Level17_Strings,真是胡说…,
Hope this works...,希望能奏效……,vo_dlg_HighGround_08_Lisa,Level17_Strings,希望这计划能成功…,
"Toshiro, come in! Come in, Toshi!",小敏，请回答！请回答，小敏！,vo_dlg_HighGround_09_Lisa,Level17_Strings,敏郎，请回答！请回答，小敏！,
[static],[杂音],vo_dlg_HighGround_10_Toshi,Level17_Strings,[杂音],
"Steel Rats to Toshi! Where are you, goddamnit!",钢鼠呼叫小敏！你在哪，该死的！,vo_dlg_HighGround_11_James,Level17_Strings,钢铁鼠呼叫小敏！你在哪里？可恶！,
Lisa... I'm captured... And they kept me by the Lakeport bypass... Please come... Quick…,丽莎……我被抓住了……他们把我关在了莱克波特旁道……请过来……快……,vo_dlg_HighGround_12_Toshi,Level17_Strings,丽莎…[刺耳的机器声音] 湖港旁的通道…,
That's all we got.,我们只能收到这些。,vo_dlg_HighGround_13_Lisa,Level17_Strings,知道的就这些了。,
It's enough. Stay on this bandwidth - we'll find him on Lakeport Bypass!,已经够了。保持这个频率——我们会在莱克波特旁道找到他的！,vo_dlg_HighGround_14_James,Level17_Strings,已经够了。保持这个宽频，我们去湖港旁的通道找他！,
"Lakeport Bypass, which is leading to the old town of Warrensgate.",通向沃伦之门旧城区的莱克波特旁道。,Desc,Level18_Strings,湖港旁的通道，它可以通往沃伦门的旧城。,
Race For Life,生命竞速,Name,Level18_Strings,救人第一,
The Chase,追逐,Objective1_Description,Level18_Strings,追逐战,
Follow and catch Toshi,追上并抓住小敏,Objective1_Task1,Level18_Strings,跟上小敏的行踪,
"Wow, this place is wrecked...",哇，这地方可真够破的……,vo_dlg_RaceForLife_01_Randall,Level18_Strings,哇，这地方真够破的…,
Cut the chatter. Stick to the plan.,别说了。按计划行事。,vo_dlg_RaceForLife_02_James,Level18_Strings,不要唠叨了，按计划行事。,
Here he comes!,他来了！,vo_dlg_RaceForLife_03_Lisa,Level18_Strings,我看到他了！,
Get him!,抓住他！,vo_dlg_RaceForLife_04_James,Level18_Strings,去追他！,
Give us back our egghead!,把我们的书呆子还回来！,vo_dlg_RaceForLife_05_Randall,Level18_Strings,把我们的万事通还来！,
Yeah!,耶！,vo_dlg_RaceForLife_06_Lisa,Level18_Strings,棒棒的！,
Good job everyone!,大家干得不错！,vo_dlg_RaceForLife_07_James,Level18_Strings,各位干得好！,
"Toshi, are you alright?!",小敏，你还好吗？！,vo_dlg_RaceForLife_08_Lisa,Level18_Strings,小敏，你没事吧？！,
"Heart of Warrensgate's old town, where marching Junkbots were met with heavy resistance.",沃伦之门旧城区的中心地带，行军至此的废品机器人遭遇到了激烈的抵抗。,Desc,Level19_Strings,沃伦门旧城的中心，行军中的拾荒机器人在那里遭到顽强的抵抗。,
Battlegrounds,战场,Name,Level19_Strings,战场,
Barricades,障碍物,Objective1_Description,Level19_Strings,路障,
Fight your way through the battlegrounds,闯过战区,Objective1_Task1,Level19_Strings,尽全力通过战场,
Proceed to the exit,前往出口,Objective1_Task2,Level19_Strings,前往出口,
"Slow down, Toshi... You did bump your head a while ago...",慢点，小敏……你才刚撞到了头……,vo_dlg_Battlegrounds_01_James,Level19_Strings,小敏，放轻松…我看你一直在敲头…,
"No, don't you get it? While I was under the control of the robotic swarm, I managed to decode their transmissions! You need to hear me out!",不，你还不明白吗？在我被那些机器虫群控制的时候，我成功破译了它们的信号！你得听我把话说完！,vo_dlg_Battlegrounds_02_Toshi,Level19_Strings,不是，你还不明白吗？我受控于它们主脑的时候，刚好成功破解了它们的传输设备，你应该听我把话说完！,
"That's it. He lost it, Boss.",完了。他撞迷糊了，老大。,vo_dlg_Battlegrounds_03_Randall,Level19_Strings,老大，糟了，他迷糊了。,
"No, let the kid speak!",不，让那小子说！,vo_dlg_Battlegrounds_04_Lisa,Level19_Strings,不，听他怎么说！,
Keep going.,继续说吧。,vo_dlg_Battlegrounds_05_James,Level19_Strings,继续说。,
I know their plans! Remember the nuclear plant I mentioned before? They are going to destabilize the core! Wipe out half of the city!,我知道它们的计划！还记得我之前提到过的核电站吗？它们想要破坏核心的稳定！把半个城市夷为平地！,vo_dlg_Battlegrounds_06_Toshi,Level19_Strings,我知道它们的计划！还记得之前提到的核电厂吗？它们要破坏核心的稳定性！然后炸掉城市的一大半！,
That would harm them too! Why would they do that?,它们自己也无法幸免啊！为什么要这么做？,vo_dlg_Battlegrounds_07_James,Level19_Strings,这样它们也会遭殃啊！它们为什么要那么做？,
I heard... I felt their communications...! Their only goal is to wipe us out! We need to stop them!,我能听到……我能感觉到他们的交流……！它们的目的就只有消灭我们！我们得阻止他们！,vo_dlg_Battlegrounds_08_Toshi,Level19_Strings,我听到了…感觉到了它们的通话内容…！它们唯一的目标就是消灭我们！一定要阻止它们！,
"Okay, okay, hold on, we gotta think this through.",好的，好的，别急，我们需要仔细想想。,vo_dlg_Battlegrounds_09_Lisa,Level19_Strings,好啦，好啦，你这性急鬼冷静点。,
Well that’s it then,好吧，那就这样吧。,vo_dlg_Battlegrounds_10_James,Level19_Strings,这就行了。,
So what's the plan?,那接下来的计划是？,vo_dlg_Battlegrounds_11_Randall,Level19_Strings,那该怎么办呢？,
We're going to the plant.,我们去核电站。,vo_dlg_Battlegrounds_12_James,Level19_Strings,我们要到核电厂去。,
But that'll force us to go through the whole Old Town!,不过这样一来我们就得穿过整个旧城区了！,vo_dlg_Battlegrounds_13_Lisa,Level19_Strings,不过这么一来我们就被迫要通过整座旧城！,
"I'm sorry guys, there is no other way. ",抱歉，伙计们，没其它方法了。,vo_dlg_Battlegrounds_14_Toshi,Level19_Strings,各位很抱歉，这是唯一的办法。,
You heard the man. Let's roll out!,你也听到他说的了。我们出发吧！,vo_dlg_Battlegrounds_15_James,Level19_Strings,都听清楚了吧，出发了！,
One of the many factories in the industrial part of Warrensgate.,沃伦之门工业区的其中一间工厂。,Desc,Level20_Strings,沃伦门工业区的其中一间工厂。,
Factory,工厂,Name,Level20_Strings,工厂,
Tinker Time,修理时间,Objective1_Description,Level20_Strings,干粗活了,
Find the tools,找到工具,Objective1_Task1,Level20_Strings,寻找工具,
Find the insulated material,找到隔离材料,Objective1_Task2,Level20_Strings,寻找隔热材料,
Find the working suits,找到工作服,Objective1_Task3,Level20_Strings,寻找工作服,
Finish Toshi's jobs,完成小敏的工作,Objective2_Description,Level20_Strings,完成小敏的工作,
Proceed to the exit,前往出口,Objective2_Task1,Level20_Strings,前往出口,
"Remind me again, Toshi, what are we doing at the municipal foundry?",小敏，麻烦再说一遍，我们来城市铸造厂要干什么？,vo_dlg_Factory_01_Lisa,Level20_Strings,小敏，麻烦再说一次，我们在市立铸造厂要做什么？,
"It's simple. If we're supposed to fool around with the nuclear plant core, we'll need to insulate ourselves. I can create makeshift equipment, but I need some very specific items.",很简单。如果我们想在核电站核心边上行动，就得隔离掉辐射。我可以造出临时的装备，但需要一些非常特别的东西。,vo_dlg_Factory_02_Toshi,Level20_Strings,很简单。如果我们想要接触到核电厂的核心，就需要做好隔热的准备。我可以做出一些临时装备，但必须要用到某些特定物品。,
"Yeah, I don't wanna glow in the dark.",是啊，我可不想变得会在黑暗中发光。,vo_dlg_Factory_03_Randall,Level20_Strings,是啊，我可不想变成会发光的物体。,
Let's go and gather everything Toshi might need.,大家去收集小敏需要的东西吧。,vo_dlg_Factory_04_James,Level20_Strings,大家快去把小敏要用的材料找出来。,
Perfect!,漂亮！,vo_dlg_Factory_05_Toshi,Level20_Strings,好极了！,
That'll do nicely...,这东西会很有用……,vo_dlg_Factory_06_Toshi,Level20_Strings,这东西很棒…,
Good as new!,就跟新的一样！,vo_dlg_Factory_07_Toshi,Level20_Strings,就跟新的一样好！,
Got it! I got everything I need now.,齐了！需要的东西都到手了。,vo_dlg_Factory_08_Toshi,Level20_Strings,太好了！现在所有材料都找齐了。,
You're? welcome?,不用？谢？,vo_dlg_Factory_09_Randall,Level20_Strings,嗯，不客气？,
Hurry up! Let's hope we've still got time!,快点！但愿还来得及！,vo_dlg_Factory_10_James,Level20_Strings,快一点！希望还能来得及！,
Another industrial monster of Warrensgate.,沃伦之门的另一头工业怪兽。,Desc,Level21_Strings,又有一个沃伦门的工业怪物出现了。,
Foundry,铸造厂,Name,Level21_Strings,铸造厂,
Escape the Killdozer,摆脱杀人推土机,Objective1_Description,Level21_Strings,躲开推土机杀手,
Keep going up!,继续往上！,Objective1_Task1,Level21_Strings,继续往上！,
"Watch out, it's that Killdozer again!",当心，杀人推土机又来了！,vo_dlg_BossEncounterVertical_01_Randall,Level21_Strings,小心，推土机杀手又出现了！,
"You know, I think he's trying to stop us from getting to the nuclear plant!",我觉得它是想阻止我们去核电站！,vo_dlg_BossEncounterVertical_02_Toshi,Level21_Strings,我感觉，它要阻止我们靠近核电厂！,
Don't just stand there! Go!,别傻站着！快走！,vo_dlg_BossEncounterVertical_03_James,Level21_Strings,不要呆站着！快走！,
"Is it just me, or is this thing following us through the whole city?!",是我的错觉，还是说这玩意真的跟了我们整座城？！,vo_dlg_BossEncounterVertical_04_Lisa,Level21_Strings,是我乱想吗？还是这东西会一路在整个城市里追着我们大家呢？！,
I think it might be following me...,我觉得它有可能是在跟踪我……,vo_dlg_BossEncounterVertical_05_Toshi,Level21_Strings,我想它可能会追着我…,
"What do you mean by... First, save the town!",你的意思是……还是先把城镇救下来吧！,vo_dlg_BossEncounterVertical_06_James,Level21_Strings,你的意思是…首先，拯救城市！,
A nuclear power plant designed and built by Warren's Industries.,由沃伦工业设计并建造的核电站。,Desc,Level22_Strings,由沃伦工业设计建造的核电厂。,
Power Plant,核电站,Name,Level22_Strings,发电厂,
Race Against Time,与时间竞赛,Objective1_Description,Level22_Strings,跟时间赛跑,
Get to the core before it destabilizes,在核心的稳定被破坏前抵达核心处,Objective1_Task1,Level22_Strings,在核心变得不稳定前赶到,
Turn off the generators to stop the meltdown,关闭发电机以阻止熔化,Objective1_Task2,Level22_Strings,关闭发电机避免反应炉核心熔毁,
Get out,离开,Objective1_Task3,Level22_Strings,离开,
I checked the clocks on the main panel! We don't have much time to fix all of the cores!,我已经检查过主面板上的钟计了！我们没有太多时间来修理全部核心。,vo_dlg_PowerPlant_01_Toshi,Level22_Strings,我看了控制台上的时钟！我们没那么多时间搞定所有的核心！,
Move it guys!,走了，伙计们！,vo_dlg_PowerPlant_02_James,Level22_Strings,各位，动作快！,
Good! Now onto next one!,很好！下一个！,vo_dlg_PowerPlant_03_Toshi,Level22_Strings,很好，处理下个核心吧！,
Go go go!,继续，继续，继续！,vo_dlg_PowerPlant_04_James,Level22_Strings,快啊！,
Got it!,搞定！,vo_dlg_PowerPlant_05_Lisa,Level22_Strings,成功了！,
Whooo!,喔喔！,vo_dlg_PowerPlant_06_Randall,Level22_Strings,呜啊！,
Wait! What the hell is this thing doing?,等等！那东西在搞什么鬼！,vo_dlg_PowerPlant_07_Randall,Level22_Strings,等等，这东西在干什么？,
It's stealing the uranium rods! We can't allow it to take the rods to the nest! Who knows what the Junkbots could build with them!,它在偷铀棒！我们不能让它把铀棒带回巢穴！谁知道那帮废品机器人会用来造出什么玩意来！,vo_dlg_PowerPlant_08_Toshi,Level22_Strings,它把铀棒偷走了！不能让它把铀棒带回它们的基地！拾荒机器人可能会制造出很恐怖的东西！,
Get the one with the rods!,解决那个带铀棒的！,vo_dlg_PowerPlant_09_James,Level22_Strings,把那个拿着铀棒的东西解决掉！,
"Eastern bridge, which is leading out of Coastal and into the Felyards, named after Volmann.",以沃尔曼命名的东部桥梁，连接着海滨市和菲尔亚斯。,Desc,Level23_Strings,东部的桥梁可以离开海滨城通往以沃曼为名的菲尔亚斯。,
A Rad Chase,激烈追逐,Name,Level23_Strings,狂追猛赶,
Radioactive Threat,辐射威胁,Objective1_Description,Level23_Strings,放射性危机,
Find the Carrier's nest,找到运输机的老巢,Objective1_Task1,Level23_Strings,找出运输机的巢穴,
The Chase,追击,Objective2_Description,Level23_Strings,追逐战,
Hit the Carrier to make it drop uranium rods,攻击运输机，使其掉落铀棒,Objective2_Task1,Level23_Strings,把运输机身上的铀棒打掉并收集起来,
Destroy the Carrier,摧毁运输机,Objective2_Task2,Level23_Strings,摧毁运输机,
Roll out,出发,Objective2_Task3,Level23_Strings,出发,
Shoot it! Shoot it until it drops all the rods!,射它！射它！让它丢掉所有的铀棒为止！,vo_dlg_EaglesNest_01_James,Level23_Strings,射击！射到它把铀棒放下为止！,
Another one bites the dust! We made it!,又解决一个！我们做到了！,vo_dlg_EaglesNest_02_Randall,Level23_Strings,又解决了一个！成功了！,
And we've managed to get through the entire city! ,而且我们还顺利通过了整座城！,vo_dlg_EaglesNest_03_Lisa,Level23_Strings,而且我们顺利通过了整座城市！,
Yes... It's time to go to the Felyards. Shortest route leads through the Forest of Planes.,没错……是时候去菲尔亚斯了。最近路线是穿过飞机森林。,vo_dlg_EaglesNest_04_Toshi,Level23_Strings,对…该前往菲尔亚斯了。穿过飞机林的路是最快的路。,
Onward then. Let's finish this!,那就继续前进吧。让我们来结束这一切！,vo_dlg_EaglesNest_05_James,Level23_Strings,那就出发吧。把事情告一段落！,
A woodland surrounding the Felyards. A great catastrophe took place here years ago.,包围着菲尔亚斯的一片林地。这里曾在多年前发生过巨大的灾难。,Desc,Level24_Strings,菲尔亚斯四周的一片林地，数年前这里曾经发生过一件大灾难。,
Forest of Planes,飞机森林,Name,Level24_Strings,飞机林,
Welcome to Felyards,欢迎来到菲尔亚斯,Objective1_Description,Level24_Strings,欢迎来到菲尔亚斯,
Get to the scrapyard,前往废品场,Objective1_Task1,Level24_Strings,前往废料场,
Enter the scrapyard,进入废品场,Objective1_Task2,Level24_Strings,进入废料场,
